Test,DAYSBACK,PCTMIN,PCTMAX,ATHMIN,ATHMAX,MAXBUYS,BUYDROP,TARGET,STOPLOSS,MAXDURA,WinRate,TotalTrade,Executed,Open,Closed,ProfitTGT,LossSL,LossFEMD,LossFECD,ProfitFEMD,ProfitFECD,Pending,Expired,Invalid,TotalRows,Wins,Losses,TotalStock,SumProfit,SumGainFin,Dur5,Dur10,Dur15,Dur20,Dur25,Dur30,Dur35,Dur40,ExitTGT,ExitSL,ExitFEMD,ExitFECD
155566,15,-0.09,-0.03,-0.55,-0.25,1,0.2,0.2,0.15,20,56.31,2794,2614,48,2566,586,490,631,0,859,0,0,180,22,2816,1445,1121,2816,680207.11,7060.24,194,312,362,1698,0,0,0,0,586,490,1490,0
155567,15,-0.09,-0.03,-0.55,-0.25,1,0.2,0.2,0.15,20,55.25,2793,2613,50,2563,0,496,651,0,1416,0,0,180,23,2816,1416,1147,2816,684427.73,7127.78,89,139,172,2163,0,0,0,0,0,496,2067,0
155568,15,-0.09,-0.03,-0.55,-0.25,1,0.2,0.2,0.15,20,58.77,2789,2609,48,2561,600,0,1056,0,905,0,0,180,27,2816,1505,1056,2816,825510.78,8534.41,105,174,198,2084,0,0,0,0,600,0,1961,0
155569,15,-0.09,-0.03,-0.55,-0.25,1,0.2,0.2,0.15,30,54.72,2794,2614,103,2511,800,667,470,0,574,0,0,180,22,2816,1374,1137,2816,698288.92,7288.74,194,312,362,208,226,1209,0,0,800,667,1044,0
155570,15,-0.09,-0.03,-0.55,-0.25,1,0.2,0.2,0.15,30,52.16,2792,2612,114,2498,0,687,508,0,1303,0,0,180,24,2816,1303,1195,2816,596378.32,6310.36,89,139,172,96,115,1887,0,0,0,687,1811,0
155571,15,-0.09,-0.03,-0.55,-0.25,1,0.2,0.2,0.15,30,60.39,2786,2606,109,2497,841,0,989,0,667,0,0,180,30,2816,1508,989,2816,1045238.59,10815.95,105,174,198,123,138,1759,0,0,841,0,1656,0
155572,15,-0.09,-0.03,-0.55,-0.25,1,0.2,0.2,0.15,40,53.31,2794,2614,106,2508,910,796,276,99,164,263,0,180,22,2816,1337,1171,2816,673734.9,7052.92,194,312,362,208,226,165,152,889,910,796,440,362
155573,15,-0.09,-0.03,-0.55,-0.25,1,0.2,0.2,0.15,40,49.66,2790,2610,117,2493,0,833,319,103,374,864,0,180,26,2816,1238,1255,2816,569043.41,5966.6,89,139,172,96,115,76,107,1699,0,833,693,967
155574,15,-0.09,-0.03,-0.55,-0.25,1,0.2,0.2,0.15,40,61.0,2786,2606,114,2492,974,0,695,277,187,359,0,180,30,2816,1520,972,2816,1205533.22,12429.7,105,174,198,123,138,103,91,1560,974,0,882,636
155575,15,-0.09,-0.03,-0.55,-0.25,1,0.2,0.2,0.15,50,52.59,2794,2614,106,2508,914,823,0,366,0,405,0,180,22,2816,1319,1189,2816,632890.98,6629.19,194,312,362,208,226,165,152,889,914,823,0,771
155576,15,-0.09,-0.03,-0.55,-0.25,1,0.2,0.2,0.15,50,48.46,2790,2610,117,2493,0,866,0,419,0,1208,0,180,26,2816,1208,1285,2816,491931.41,5154.55,89,139,172,96,115,76,107,1699,0,866,0,1627
155577,15,-0.09,-0.03,-0.55,-0.25,1,0.2,0.2,0.15,50,60.43,2786,2606,114,2492,978,0,0,986,0,528,0,180,30,2816,1506,986,2816,1148338.48,11826.95,105,174,198,123,138,103,91,1560,978,0,0,1514
155578,15,-0.09,-0.03,-0.55,-0.25,1,0.2,0.2,0.15,60,52.59,2794,2614,106,2508,914,823,0,366,0,405,0,180,22,2816,1319,1189,2816,632890.98,6629.19,194,312,362,208,226,165,152,889,914,823,0,771
155579,15,-0.09,-0.03,-0.55,-0.25,1,0.2,0.2,0.15,60,48.46,2790,2610,117,2493,0,866,0,419,0,1208,0,180,26,2816,1208,1285,2816,491931.41,5154.55,89,139,172,96,115,76,107,1699,0,866,0,1627
155580,15,-0.09,-0.03,-0.55,-0.25,1,0.2,0.2,0.15,60,60.43,2786,2606,114,2492,978,0,0,986,0,528,0,180,30,2816,1506,986,2816,1148338.48,11826.95,105,174,198,123,138,103,91,1560,978,0,0,1514
155581,15,-0.09,-0.03,-0.55,-0.25,2,0.1,0.1,0.15,20,67.4,2794,2614,34,2580,1450,423,418,0,289,0,0,180,22,2816,1739,841,2816,712027.97,9152.0,798,499,365,918,0,0,0,0,1450,423,707,0
155582,15,-0.09,-0.03,-0.55,-0.25,2,0.1,0.1,0.15,20,59.62,2793,2613,50,2563,0,496,539,0,1528,0,0,180,23,2816,1528,1035,2816,991327.92,11851.36,89,139,172,2163,0,0,0,0,0,496,2067,0
155583,15,-0.09,-0.03,-0.55,-0.25,2,0.1,0.1,0.15,20,71.65,2789,2609,34,2575,1518,0,730,0,327,0,0,180,27,2816,1845,730,2816,965355.99,10860.24,713,390,255,1217,0,0,0,0,1518,0,1057,0
155584,15,-0.09,-0.03,-0.55,-0.25,2,0.1,0.1,0.15,30,69.62,2794,2614,66,2548,1642,543,231,0,132,0,0,180,22,2816,1774,774,2816,760048.69,9960.88,798,499,365,211,193,482,0,0,1642,543,363,0
