Test,DAYSBACK,PCTMIN,PCTMAX,ATHMIN,ATHMAX,MAXBUYS,BUYDROP,TARGET,STOPLOSS,MAXDURA,WinRate,TotalTrade,Executed,Open,Closed,ProfitTGT,LossSL,LossFEMD,LossFECD,ProfitFEMD,ProfitFECD,Pending,Expired,Invalid,TotalRows,Wins,Losses,TotalStock,SumProfit,SumGainFin,Dur5,Dur10,Dur15,Dur20,Dur25,Dur30,Dur35,Dur40,ExitTGT,ExitSL,ExitFEMD,ExitFECD
106401,10,-0.08,-0.01,-0.55,-0.4,2,0.1,0.2,0.15,30,70.77,4805,4508,344,4164,1836,0,1217,0,1111,0,0,297,24,4829,2947,1217,4829,3943032.78,34763.08,178,385,401,305,320,2575,0,0,1836,0,2328,0
106402,10,-0.08,-0.01,-0.55,-0.4,2,0.1,0.2,0.15,40,59.1,4809,4512,346,4166,1863,1269,357,78,329,270,0,297,20,4829,2462,1704,4829,2252458.07,26003.89,285,617,602,451,430,324,262,1195,1863,1269,686,348
106403,10,-0.08,-0.01,-0.55,-0.4,2,0.1,0.2,0.15,40,55.18,4802,4505,400,4105,0,1323,432,85,841,1424,0,297,27,4829,2265,1840,4829,2446655.45,27888.99,107,239,220,175,165,149,202,2848,0,1323,1273,1509
106404,10,-0.08,-0.01,-0.55,-0.4,2,0.1,0.2,0.15,40,71.45,4805,4508,365,4143,2111,0,975,208,389,460,0,297,24,4829,2960,1183,4829,4212976.82,37182.59,178,385,401,305,320,247,182,2125,2111,0,1364,668
106405,10,-0.08,-0.01,-0.55,-0.4,2,0.1,0.2,0.15,50,58.16,4809,4512,346,4166,1872,1322,0,421,0,551,0,297,20,4829,2423,1743,4829,2164280.6,25457.33,285,617,602,451,430,324,262,1195,1872,1322,0,972
106406,10,-0.08,-0.01,-0.55,-0.4,2,0.1,0.2,0.15,50,53.57,4802,4505,400,4105,0,1385,0,521,0,2199,0,297,27,4829,2199,1906,4829,2275212.06,26674.15,107,239,220,175,165,149,202,2848,0,1385,0,2720
106407,10,-0.08,-0.01,-0.55,-0.4,2,0.1,0.2,0.15,50,70.86,4804,4507,365,4142,2122,0,0,1207,0,813,0,297,25,4829,2935,1207,4829,3960522.48,35784.42,178,385,401,305,320,247,182,2124,2122,0,0,2020
106408,10,-0.08,-0.01,-0.55,-0.4,2,0.1,0.2,0.15,60,58.16,4809,4512,346,4166,1872,1322,0,421,0,551,0,297,20,4829,2423,1743,4829,2164280.6,25457.33,285,617,602,451,430,324,262,1195,1872,1322,0,972
106409,10,-0.08,-0.01,-0.55,-0.4,2,0.1,0.2,0.15,60,53.57,4802,4505,400,4105,0,1385,0,521,0,2199,0,297,27,4829,2199,1906,4829,2275212.06,26674.15,107,239,220,175,165,149,202,2848,0,1385,0,2720
106410,10,-0.08,-0.01,-0.55,-0.4,2,0.1,0.2,0.15,60,70.86,4804,4507,365,4142,2122,0,0,1207,0,813,0,297,25,4829,2935,1207,4829,3960522.48,35784.42,178,385,401,305,320,247,182,2124,2122,0,0,2020
106411,10,-0.08,-0.01,-0.55,-0.4,2,0.2,0.1,0.15,20,64.36,4809,4512,127,4385,2387,701,862,0,435,0,0,297,20,4829,2822,1563,4829,989711.96,10167.68,1178,874,619,1714,0,0,0,0,2387,701,1297,0
106412,10,-0.08,-0.01,-0.55,-0.4,2,0.2,0.1,0.15,20,58.47,4808,4511,174,4337,0,741,1060,0,2536,0,0,297,21,4829,2536,1801,4829,1819271.9,18724.67,107,239,220,3771,0,0,0,0,0,741,3596,0
106413,10,-0.08,-0.01,-0.55,-0.4,2,0.2,0.1,0.15,20,67.36,4805,4508,127,4381,2461,0,1430,0,490,0,0,297,24,4829,2951,1430,4829,1370686.89,14061.95,1073,653,439,2216,0,0,0,0,2461,0,1920,0
106414,10,-0.08,-0.01,-0.55,-0.4,2,0.2,0.1,0.15,30,67.38,4809,4512,217,4295,2698,937,464,0,196,0,0,297,20,4829,2894,1401,4829,1046358.07,10731.68,1178,874,619,417,313,894,0,0,2698,937,660,0
106415,10,-0.08,-0.01,-0.55,-0.4,2,0.2,0.1,0.15,30,54.82,4804,4507,370,4137,0,1055,814,0,2268,0,0,297,25,4829,2268,1869,4829,1657494.03,17087.08,107,239,220,175,165,3231,0,0,0,1055,3082,0
106416,10,-0.08,-0.01,-0.55,-0.4,2,0.2,0.1,0.15,30,74.96,4805,4508,235,4273,2909,0,1070,0,294,0,0,297,24,4829,3203,1070,4829,1809277.6,18563.51,1073,653,439,296,255,1557,0,0,2909,0,1364,0
106417,10,-0.08,-0.01,-0.55,-0.4,2,0.2,0.1,0.15,40,68.04,4809,4512,228,4284,2806,1084,217,68,62,47,0,297,20,4829,2915,1369,4829,1012730.7,10392.37,1178,874,619,417,313,234,156,493,2806,1084,279,115
106418,10,-0.08,-0.01,-0.55,-0.4,2,0.2,0.1,0.15,40,52.45,4802,4505,400,4105,0,1323,503,126,770,1383,0,297,27,4829,2153,1952,4829,1707543.07,17645.19,107,239,220,175,165,149,202,2848,0,1323,1273,1509
106419,10,-0.08,-0.01,-0.55,-0.4,2,0.2,0.1,0.15,40,77.01,4805,4508,246,4262,3110,0,727,253,73,99,0,297,24,4829,3282,980,4829,1871925.0,19194.69,1073,653,439,296,255,193,124,1229,3110,0,800,352
106420,10,-0.08,-0.01,-0.55,-0.4,2,0.2,0.1,0.15,50,67.93,4809,4512,228,4284,2812,1103,0,271,0,98,0,297,20,4829,2910,1374,4829,992310.49,10182.81,1178,874,619,417,313,234,156,493,2812,1103,0,369
106421,10,-0.08,-0.01,-0.55,-0.4,2,0.2,0.1,0.15,50,51.28,4802,4505,400,4105,0,1385,0,615,0,2105,0,297,27,4829,2105,2000,4829,1583587.43,16364.19,107,239,220,175,165,149,202,2848,0,1385,0,2720
106422,10,-0.08,-0.01,-0.55,-0.4,2,0.2,0.1,0.15,50,76.93,4804,4507,246,4261,3118,0,0,983,0,160,0,297,25,4829,3278,983,4829,1801212.41,18462.19,1073,653,439,296,255,193,124,1228,3118,0,0,1143
106423,10,-0.08,-0.01,-0.55,-0.4,2,0.2,0.1,0.15,60,67.93,4809,4512,228,4284,2812,1103,0,271,0,98,0,297,20,4829,2910,1374,4829,992310.49,10182.81,1178,874,619,417,313,234,156,493,2812,1103,0,369
106424,10,-0.08,-0.01,-0.55,-0.4,2,0.2,0.1,0.15,60,51.28,4802,4505,400,4105,0,1385,0,615,0,2105,0,297,27,4829,2105,2000,4829,1583587.43,16364.19,107,239,220,175,165,149,202,2848,0,1385,0,2720
106425,10,-0.08,-0.01,-0.55,-0.4,2,0.2,0.1,0.15,60,76.93,4804,4507,246,4261,3118,0,0,983,0,160,0,297,25,4829,3278,983,4829,1801212.41,18462.19,1073,653,439,296,255,193,124,1228,3118,0,0,1143
106426,10,-0.08,-0.01,-0.55,-0.4,2,0.2,0.2,0.15,20,59.13,4809,4512,164,4348,1126,739,1038,0,1445,0,0,297,20,4829,2571,1777,4829,1584030.83,16287.88,281,600,564,2903,0,0,0,0,1126,739,2483,0
106427,10,-0.08,-0.01,-0.55,-0.4,2,0.2,0.2,0.15,20,58.47,4808,4511,174,4337,0,741,1060,0,2536,0,0,297,21,4829,2536,1801,4829,1819271.9,18724.67,107,239,220,3771,0,0,0,0,0,741,3596,0
106428,10,-0.08,-0.01,-0.55,-0.4,2,0.2,0.2,0.15,20,62.18,4805,4508,164,4344,1148,0,1643,0,1553,0,0,297,24,4829,2701,1643,4829,1993081.02,20473.14,174,366,349,3455,0,0,0,0,1148,0,3196,0
106429,10,-0.08,-0.01,-0.55,-0.4,2,0.2,0.2,0.15,30,57.3,4809,4512,327,4185,1557,1039,748,0,841,0,0,297,20,4829,2398,1787,4829,1629240.25,16749.39,281,600,564,420,410,1910,0,0,1557,1039,1589,0
106430,10,-0.08,-0.01,-0.55,-0.4,2,0.2,0.2,0.15,30,54.82,4804,4507,370,4137,0,1055,814,0,2268,0,0,297,25,4829,2268,1869,4829,1657494.03,17087.08,107,239,220,175,165,3231,0,0,0,1055,3082,0
106431,10,-0.08,-0.01,-0.55,-0.4,2,0.2,0.2,0.15,30,65.04,4805,4508,346,4162,1639,0,1455,0,1068,0,0,297,24,4829,2707,1455,4829,2484473.91,25517.62,174,366,349,259,280,2734,0,0,1639,0,2523,0
106432,10,-0.08,-0.01,-0.55,-0.4,2,0.2,0.2,0.15,40,56.34,4809,4512,348,4164,1731,1282,421,115,302,313,0,297,20,4829,2346,1818,4829,1619280.48,16666.09,281,600,564,420,410,321,271,1297,1731,1282,723,428
106433,10,-0.08,-0.01,-0.55,-0.4,2,0.2,0.2,0.15,40,52.45,4802,4505,400,4105,0,1323,503,126,770,1383,0,297,27,4829,2153,1952,4829,1707543.07,17645.19,107,239,220,175,165,149,202,2848,0,1323,1273,1509
106434,10,-0.08,-0.01,-0.55,-0.4,2,0.2,0.2,0.15,40,65.42,4805,4508,367,4141,1879,0,1098,334,334,496,0,297,24,4829,2709,1432,4829,2632791.79,27052.34,174,366,349,259,280,211,178,2324,1879,0,1432,830
106435,10,-0.08,-0.01,-0.55,-0.4,2,0.2,0.2,0.15,50,55.64,4809,4512,348,4164,1740,1335,0,512,0,577,0,297,20,4829,2317,1847,4829,1554230.77,15992.64,281,600,564,420,410,321,271,1297,1740,1335,0,1089
106436,10,-0.08,-0.01,-0.55,-0.4,2,0.2,0.2,0.15,50,51.28,4802,4505,400,4105,0,1385,0,615,0,2105,0,297,27,4829,2105,2000,4829,1583587.43,16364.19,107,239,220,175,165,149,202,2848,0,1385,0,2720
106437,10,-0.08,-0.01,-0.55,-0.4,2,0.2,0.2,0.15,50,64.69,4804,4507,367,4140,1889,0,0,1462,0,789,0,297,25,4829,2678,1462,4829,2482762.8,25497.78,174,366,349,259,280,211,178,2323,1889,0,0,2251
106438,10,-0.08,-0.01,-0.55,-0.4,2,0.2,0.2,0.15,60,55.64,4809,4512,348,4164,1740,1335,0,512,0,577,0,297,20,4829,2317,1847,4829,1554230.77,15992.64,281,600,564,420,410,321,271,1297,1740,1335,0,1089
106439,10,-0.08,-0.01,-0.55,-0.4,2,0.2,0.2,0.15,60,51.28,4802,4505,400,4105,0,1385,0,615,0,2105,0,297,27,4829,2105,2000,4829,1583587.43,16364.19,107,239,220,175,165,149,202,2848,0,1385,0,2720
106440,10,-0.08,-0.01,-0.55,-0.4,2,0.2,0.2,0.15,60,64.69,4804,4507,367,4140,1889,0,0,1462,0,789,0,297,25,4829,2678,1462,4829,2482762.8,25497.78,174,366,349,259,280,211,178,2323,1889,0,0,2251
