Test,DAYSBACK,PCTMIN,PCTMAX,ATHMIN,ATHMAX,MAXBUYS,BUYDROP,TARGET,STOPLOSS,MAXDURA,WinRate,TotalTrade,Executed,Open,Closed,ProfitTGT,LossSL,LossFEMD,LossFECD,ProfitFEMD,ProfitFECD,Pending,Expired,Invalid,TotalRows,Wins,Losses,TotalStock,SumProfit,SumGainFin,Dur5,Dur10,Dur15,Dur20,Dur25,Dur30,Dur35,Dur40,ExitTGT,ExitSL,ExitFEMD,ExitFECD
55566,5,-0.06,-0.05,-0.5,-0.4,1,0.1,0.1,0.15,30,70.39,172,160,8,152,101,0,45,0,6,0,0,12,1,173,107,45,173,54105.52,547.49,43,27,9,8,4,61,0,0,101,0,51,0
55567,5,-0.06,-0.05,-0.5,-0.4,1,0.1,0.1,0.15,40,65.33,172,160,10,150,95,49,3,0,3,0,0,12,1,173,98,52,173,19972.2,200.9,50,41,16,6,11,12,5,9,95,49,6,0
55568,5,-0.06,-0.05,-0.5,-0.4,1,0.1,0.1,0.15,40,48.95,171,159,16,143,0,59,12,2,14,56,0,12,2,173,70,73,173,41619.25,425.2,7,15,10,3,12,6,5,85,0,59,26,58
55569,5,-0.06,-0.05,-0.5,-0.4,1,0.1,0.1,0.15,40,76.51,172,160,11,149,106,0,27,8,3,5,0,12,1,173,114,35,173,60479.06,617.11,43,27,9,8,4,10,2,46,106,0,30,13
55570,5,-0.06,-0.05,-0.5,-0.4,1,0.1,0.1,0.15,50,65.33,172,160,10,150,95,50,0,2,0,3,0,12,1,173,98,52,173,18983.43,190.95,50,41,16,6,11,12,5,9,95,50,0,5
55571,5,-0.06,-0.05,-0.5,-0.4,1,0.1,0.1,0.15,50,48.95,171,159,16,143,0,62,0,11,0,70,0,12,2,173,70,73,173,39264.89,401.22,7,15,10,3,12,6,5,85,0,62,0,81
55572,5,-0.06,-0.05,-0.5,-0.4,1,0.1,0.1,0.15,50,77.18,172,160,11,149,106,0,0,34,0,9,0,12,1,173,115,34,173,57938.06,593.18,43,27,9,8,4,10,2,46,106,0,0,43
55573,5,-0.06,-0.05,-0.5,-0.4,1,0.1,0.1,0.15,60,65.33,172,160,10,150,95,50,0,2,0,3,0,12,1,173,98,52,173,18983.43,190.95,50,41,16,6,11,12,5,9,95,50,0,5
55574,5,-0.06,-0.05,-0.5,-0.4,1,0.1,0.1,0.15,60,48.95,171,159,16,143,0,62,0,11,0,70,0,12,2,173,70,73,173,39264.89,401.22,7,15,10,3,12,6,5,85,0,62,0,81
55575,5,-0.06,-0.05,-0.5,-0.4,1,0.1,0.1,0.15,60,77.18,172,160,11,149,106,0,0,34,0,9,0,12,1,173,115,34,173,57938.06,593.18,43,27,9,8,4,10,2,46,106,0,0,43
55576,5,-0.06,-0.05,-0.5,-0.4,1,0.1,0.2,0.15,20,53.55,172,160,5,155,44,35,37,0,39,0,0,12,1,173,83,72,173,36938.2,379.01,9,35,26,85,0,0,0,0,44,35,76,0
55577,5,-0.06,-0.05,-0.5,-0.4,1,0.1,0.2,0.15,20,52.6,171,159,5,154,0,35,38,0,81,0,0,12,2,173,81,73,173,37844.42,388.57,7,15,10,122,0,0,0,0,0,35,119,0
55578,5,-0.06,-0.05,-0.5,-0.4,1,0.1,0.2,0.15,20,57.42,172,160,5,155,47,0,66,0,42,0,0,12,1,173,89,66,173,58475.2,596.16,2,20,16,117,0,0,0,0,47,0,108,0
55579,5,-0.06,-0.05,-0.5,-0.4,1,0.1,0.2,0.15,30,52.32,172,160,9,151,58,52,20,0,21,0,0,12,1,173,79,72,173,37931.78,386.14,9,35,26,9,18,54,0,0,58,52,41,0
55580,5,-0.06,-0.05,-0.5,-0.4,1,0.1,0.2,0.15,30,48.3,171,159,12,147,0,53,23,0,71,0,0,12,2,173,71,76,173,27925.57,286.74,7,15,10,3,12,100,0,0,0,53,94,0
55581,5,-0.06,-0.05,-0.5,-0.4,1,0.1,0.2,0.15,30,58.94,172,160,9,151,64,0,62,0,25,0,0,12,1,173,89,62,173,76871.08,782.51,2,20,16,9,8,96,0,0,64,0,87,0
55582,5,-0.06,-0.05,-0.5,-0.4,1,0.1,0.2,0.15,40,53.74,172,160,13,147,60,58,8,2,6,13,0,12,1,173,79,68,173,41438.0,420.34,9,35,26,9,18,13,5,32,60,58,14,15
55583,5,-0.06,-0.05,-0.5,-0.4,1,0.1,0.2,0.15,40,48.95,171,159,16,143,0,59,12,2,14,56,0,12,2,173,70,73,173,41619.25,425.2,7,15,10,3,12,6,5,85,0,59,26,58
55584,5,-0.06,-0.05,-0.5,-0.4,1,0.1,0.2,0.15,40,65.07,172,160,14,146,69,0,39,12,8,18,0,12,1,173,95,51,173,90248.83,921.39,2,20,16,9,8,9,3,79,69,0,47,30
55585,5,-0.06,-0.05,-0.5,-0.4,1,0.1,0.2,0.15,50,53.74,172,160,13,147,60,60,0,8,0,19,0,12,1,173,79,68,173,39249.88,397.64,9,35,26,9,18,13,5,32,60,60,0,27
55586,5,-0.06,-0.05,-0.5,-0.4,1,0.1,0.2,0.15,50,48.95,171,159,16,143,0,62,0,11,0,70,0,12,2,173,70,73,173,39264.89,401.22,7,15,10,3,12,6,5,85,0,62,0,81
55587,5,-0.06,-0.05,-0.5,-0.4,1,0.1,0.2,0.15,50,64.38,172,160,14,146,69,0,0,52,0,25,0,12,1,173,94,52,173,84864.84,867.66,2,20,16,9,8,9,3,79,69,0,0,77
55588,5,-0.06,-0.05,-0.5,-0.4,1,0.1,0.2,0.15,60,53.74,172,160,13,147,60,60,0,8,0,19,0,12,1,173,79,68,173,39249.88,397.64,9,35,26,9,18,13,5,32,60,60,0,27
55589,5,-0.06,-0.05,-0.5,-0.4,1,0.1,0.2,0.15,60,48.95,171,159,16,143,0,62,0,11,0,70,0,12,2,173,70,73,173,39264.89,401.22,7,15,10,3,12,6,5,85,0,62,0,81
55590,5,-0.06,-0.05,-0.5,-0.4,1,0.1,0.2,0.15,60,64.38,172,160,14,146,69,0,0,52,0,25,0,12,1,173,94,52,173,84864.84,867.66,2,20,16,9,8,9,3,79,69,0,0,77
55591,5,-0.06,-0.05,-0.5,-0.4,1,0.2,0.1,0.15,20,58.97,172,160,4,156,81,32,32,0,11,0,0,12,1,173,92,64,173,17083.1,172.76,50,41,16,49,0,0,0,0,81,32,43,0
