Test,DAYSBACK,PCTMIN,PCTMAX,ATHMIN,ATHMAX,MAXBUYS,BUYDROP,TARGET,STOPLOSS,MAXDURA,WinRate,TotalTrade,Executed,Open,Closed,ProfitTGT,LossSL,LossFEMD,LossFECD,ProfitFEMD,ProfitFECD,Pending,Expired,Invalid,TotalRows,Wins,Losses,TotalStock,SumProfit,SumGainFin,Dur5,Dur10,Dur15,Dur20,Dur25,Dur30,Dur35,Dur40,ExitTGT,ExitSL,ExitFEMD,ExitFECD
659631,50,-0.07,-0.02,-0.5,-0.25,2,0.2,0.2,0.15,30,57.97,2232,2093,23,2070,617,0,870,0,583,0,5,134,25,2257,1200,870,2257,789773.96,8052.04,47,140,152,103,103,1525,0,0,617,0,1453,0
659632,50,-0.07,-0.02,-0.5,-0.25,2,0.2,0.2,0.15,40,50.82,2232,2093,25,2068,666,557,371,89,195,190,5,134,25,2257,1051,1017,2257,444467.28,4581.93,78,225,216,177,150,148,141,933,666,557,566,279
659633,50,-0.07,-0.02,-0.5,-0.25,2,0.2,0.2,0.15,40,46.42,2232,2093,27,2066,0,578,436,93,390,569,5,134,25,2257,959,1107,2257,216806.52,2159.86,31,86,65,81,56,84,106,1557,0,578,826,662
659634,50,-0.07,-0.02,-0.5,-0.25,2,0.2,0.2,0.15,40,55.01,2232,2093,26,2067,695,0,760,170,202,240,5,134,25,2257,1137,930,2257,620991.13,6347.74,47,140,152,103,103,72,63,1387,695,0,962,410
659635,50,-0.07,-0.02,-0.5,-0.25,2,0.2,0.2,0.15,50,49.71,2232,2093,25,2068,671,598,0,442,0,357,5,134,25,2257,1028,1040,2257,392099.76,4047.53,78,225,216,177,150,148,141,933,671,598,0,799
659636,50,-0.07,-0.02,-0.5,-0.25,2,0.2,0.2,0.15,50,44.43,2232,2093,27,2066,0,628,0,520,0,918,5,134,25,2257,918,1148,2257,124794.69,1208.81,31,86,65,81,56,84,106,1557,0,628,0,1438
659637,50,-0.07,-0.02,-0.5,-0.25,2,0.2,0.2,0.15,50,53.89,2232,2093,26,2067,700,0,0,953,0,414,5,134,25,2257,1114,953,2257,517036.97,5290.32,47,140,152,103,103,72,63,1387,700,0,0,1367
659638,50,-0.07,-0.02,-0.5,-0.25,2,0.2,0.2,0.15,60,49.71,2232,2093,25,2068,671,598,0,442,0,357,5,134,25,2257,1028,1040,2257,392099.76,4047.53,78,225,216,177,150,148,141,933,671,598,0,799
659639,50,-0.07,-0.02,-0.5,-0.25,2,0.2,0.2,0.15,60,44.43,2232,2093,27,2066,0,628,0,520,0,918,5,134,25,2257,918,1148,2257,124794.69,1208.81,31,86,65,81,56,84,106,1557,0,628,0,1438
659640,50,-0.07,-0.02,-0.5,-0.25,2,0.2,0.2,0.15,60,53.89,2232,2093,26,2067,700,0,0,953,0,414,5,134,25,2257,1114,953,2257,517036.97,5290.32,47,140,152,103,103,72,63,1387,700,0,0,1367
659641,50,-0.07,-0.02,-0.45,-0.4,1,0.1,0.1,0.15,20,69.27,502,456,7,449,251,60,78,0,60,0,4,42,3,505,311,138,505,133562.89,1355.21,102,97,60,190,0,0,0,0,251,60,138,0
659642,50,-0.07,-0.02,-0.45,-0.4,1,0.1,0.1,0.15,20,65.55,502,456,9,447,0,64,90,0,293,0,4,42,3,505,293,154,505,199114.61,2034.79,5,24,18,400,0,0,0,0,0,64,383,0
659643,50,-0.07,-0.02,-0.45,-0.4,1,0.1,0.1,0.15,20,72.16,502,456,7,449,260,0,125,0,64,0,4,42,3,505,324,125,505,173342.88,1765.14,97,74,47,231,0,0,0,0,260,0,189,0
659644,50,-0.07,-0.02,-0.45,-0.4,1,0.1,0.1,0.15,30,67.71,502,456,7,449,283,88,57,0,21,0,4,42,3,505,304,145,505,118352.06,1203.8,102,97,60,52,29,109,0,0,283,88,78,0
659645,50,-0.07,-0.02,-0.45,-0.4,1,0.1,0.1,0.15,30,52.91,502,456,10,446,0,100,110,0,236,0,4,42,3,505,236,210,505,120982.14,1247.87,5,24,18,17,13,369,0,0,0,100,346,0
659646,50,-0.07,-0.02,-0.45,-0.4,1,0.1,0.1,0.15,30,73.5,502,456,7,449,299,0,119,0,31,0,4,42,3,505,330,119,505,179293.6,1830.13,97,74,47,42,23,166,0,0,299,0,150,0
659647,50,-0.07,-0.02,-0.45,-0.4,1,0.1,0.1,0.15,40,67.11,502,456,9,447,291,106,37,4,8,1,4,42,3,505,300,147,505,105236.96,1072.74,102,97,60,52,29,31,18,58,291,106,45,5
659648,50,-0.07,-0.02,-0.45,-0.4,1,0.1,0.1,0.15,40,44.82,502,456,12,444,0,133,99,13,71,128,4,42,3,505,199,245,505,83955.25,864.36,5,24,18,17,13,23,20,324,0,133,170,141
659649,50,-0.07,-0.02,-0.45,-0.4,1,0.1,0.1,0.15,40,74.5,502,456,9,447,316,0,90,24,10,7,4,42,3,505,333,114,505,182438.08,1867.71,97,74,47,42,23,16,10,138,316,0,100,31
659650,50,-0.07,-0.02,-0.45,-0.4,1,0.1,0.1,0.15,50,66.67,502,456,9,447,293,111,0,38,0,5,4,42,3,505,298,149,505,99466.34,1013.29,102,97,60,52,29,31,18,58,293,111,0,43
659651,50,-0.07,-0.02,-0.45,-0.4,1,0.1,0.1,0.15,50,41.89,502,456,12,444,0,143,0,115,0,186,4,42,3,505,186,258,505,61845.95,633.37,5,24,18,17,13,23,20,324,0,143,0,301
659652,50,-0.07,-0.02,-0.45,-0.4,1,0.1,0.1,0.15,50,73.83,502,456,9,447,318,0,0,117,0,12,4,42,3,505,330,117,505,171293.28,1753.4,97,74,47,42,23,16,10,138,318,0,0,129
659653,50,-0.07,-0.02,-0.45,-0.4,1,0.1,0.1,0.15,60,66.67,502,456,9,447,293,111,0,38,0,5,4,42,3,505,298,149,505,99466.34,1013.29,102,97,60,52,29,31,18,58,293,111,0,43
659654,50,-0.07,-0.02,-0.45,-0.4,1,0.1,0.1,0.15,60,41.89,502,456,12,444,0,143,0,115,0,186,4,42,3,505,186,258,505,61845.95,633.37,5,24,18,17,13,23,20,324,0,143,0,301
659655,50,-0.07,-0.02,-0.45,-0.4,1,0.1,0.1,0.15,60,73.83,502,456,9,447,318,0,0,117,0,12,4,42,3,505,330,117,505,171293.28,1753.4,97,74,47,42,23,16,10,138,318,0,0,129
659656,50,-0.07,-0.02,-0.45,-0.4,1,0.1,0.2,0.15,20,65.85,502,456,8,448,117,63,90,0,178,0,4,42,3,505,295,153,505,211604.03,2162.95,20,70,52,306,0,0,0,0,117,63,268,0
659657,50,-0.07,-0.02,-0.45,-0.4,1,0.1,0.2,0.15,20,65.55,502,456,9,447,0,64,90,0,293,0,4,42,3,505,293,154,505,199114.61,2034.79,5,24,18,400,0,0,0,0,0,64,383,0
659658,50,-0.07,-0.02,-0.45,-0.4,1,0.1,0.2,0.15,20,68.97,502,456,8,448,121,0,139,0,188,0,4,42,3,505,309,139,505,256810.32,2628.62,15,47,35,351,0,0,0,0,121,0,327,0
659659,50,-0.07,-0.02,-0.45,-0.4,1,0.1,0.2,0.15,30,55.48,502,456,9,447,151,98,101,0,97,0,4,42,3,505,248,199,505,147280.25,1515.71,20,70,52,38,33,234,0,0,151,98,198,0
659660,50,-0.07,-0.02,-0.45,-0.4,1,0.1,0.2,0.15,30,52.91,502,456,10,446,0,100,110,0,236,0,4,42,3,505,236,210,505,120982.14,1247.87,5,24,18,17,13,369,0,0,0,100,346,0
659661,50,-0.07,-0.02,-0.45,-0.4,1,0.1,0.2,0.15,30,61.74,502,456,9,447,160,0,171,0,116,0,4,42,3,505,276,171,505,222728.03,2289.51,15,47,35,24,24,302,0,0,160,0,287,0
659662,50,-0.07,-0.02,-0.45,-0.4,1,0.1,0.2,0.15,40,50.34,502,456,11,445,165,125,84,12,33,26,4,42,3,505,224,221,505,116172.83,1198.61,20,70,52,38,33,36,30,166,165,125,117,38
659663,50,-0.07,-0.02,-0.45,-0.4,1,0.1,0.2,0.15,40,44.82,502,456,12,444,0,133,99,13,71,128,4,42,3,505,199,245,505,83955.25,864.36,5,24,18,17,13,23,20,324,0,133,170,141
